J,b,dlt,p,d
0.722835318901225,-5.22647578097261,-0.0244362383976657,3.70203351246477,-0.939590697125559
0.562964947812493,-5.04029283887696,-0.176831527533926,3.77238977803986,-1.39821988478285
0.941567795433596,-6.20934143018337,-0.0284175594635404,3.99010421730971,-0.734977959748228
0.881566390267629,-5.11062795664608,-0.0237402975055763,3.97461660771513,-1.08671077903949
0.474958615086428,-5.45297766344144,-0.234052357873279,3.67917550955386,-1.5850743933337
0.530412658108515,-5.25109391391099,-0.0147638719230112,3.42650289715763,-0.901494009137796
0.630444848983029,-5.10149452160433,-0.153715442701165,3.63004127641713,-1.11741341794372
0.815360225065874,-5.26643432268419,-0.108805162455613,3.62918736271431,-0.860071872347022
0.660882599461735,-5.05415698187175,-0.220690374714662,3.74232370792526,-1.26646011510476
0.641514210963418,-5.66808242325927,-0.00927718381306091,3.60049027703292,-0.849138329811114
0.698198271745859,-5.18441691654247,-0.000271546022561743,3.93092080767419,-1.18529020610073
0.894658080983675,-5.02691071829872,-0.198132854313739,3.04812603273428,-0.272970954837679
0.583131529019411,-5.25878683365689,-0.192177226162879,3.53196655408406,-1.10877999747958
0.951239240111883,-5.64101245309774,-0.110082975282894,3.63182205876354,-0.700126076916772
0.585360176370663,-5.8430992634129,-0.0321264825618737,3.98017999576138,-1.24807112311882
0.550941241895211,-5.28935131743024,-0.223614337698513,3.91020527784719,-1.59220347796381
0.843306309417073,-5.11434745030472,-0.102821864865217,3.40323611371724,-0.596601123560504
0.724696128529333,-6.36299381744967,-0.486058563137059,3.91167202476275,-2.03566929147967
0.511570615993465,-5.24981170813292,-0.101084575353205,3.77053296720078,-1.43628021244498
0.960109841166014,-5.83054576892515,-0.327691980082268,3.56807703574958,-0.872849025220199
0.633859389796645,-5.26476076092621,-0.143476837050126,3.17169445213729,-1.17363800865237
0.764581188911469,-5.04084799597692,-0.458600879462771,3.02369159557969,-0.65766994590224
0.80590834306548,-5.09015283539826,-0.0989017428691831,3.22983172711082,-0.432567779648951
0.517194901269558,-5.06673316040982,-0.14177240377954,3.12025666678947,-1.10556029856697
0.668089306751713,-5.70735682636782,-0.151046966312119,3.47995229495603,-1.05519094916321
0.921685635779076,-5.30598164827351,-0.324995724857664,3.25725449973946,-0.604361042062016
0.776636466821982,-5.38882776248988,-0.260962281311263,3.19988933978019,-0.625317609679768
0.530149732750928,-5.01972685368694,-0.0745074180489499,3.60308923899635,-1.19131183189124
0.599225016407801,-5.03558601196132,-0.0952627755951965,3.95933441596475,-2.12897597344058
0.965588679038758,-5.8575626264146,-0.111664028257764,3.54650108510469,-0.364499235330853
0.691069223078439,-5.42192939301403,-0.224902148949397,3.13889827329833,-0.294161229893695
0.942726064637823,-5.24053373677459,-0.262434200180927,3.48938943798964,-0.775094233042816
0.923527185767104,-5.0335759658283,-0.075935106108308,3.09959607905348,-0.165529641686877
0.676304997463525,-5.37653775279382,-0.00403866605706935,3.37975024781355,-1.30094655548883
0.588660449226491,-5.13784714458351,-0.0844531552273143,3.30473597076654,-0.745111558812957
0.513884076045031,-5.09696831228416,-0.00480285214560393,3.91189489321746,-1.49188787440784
0.91986864834393,-5.66815533908601,-0.144869865589327,3.41086856827958,-0.275983048162126
0.927544047578819,-5.01053072123709,-0.100649333621737,3.12842886824141,-0.229706530256802
0.823994393007765,-5.38477795534622,-0.29153776625624,3.58239350191374,-0.992085368530174
0.612543518416318,-5.14730712020107,-0.171374934828939,3.21759976772392,-0.707080983374212
0.52625001272504,-6.12612852775408,-0.0178758192600701,3.89096156534478,-1.03439904126812
0.525420206040329,-5.01041981221467,-0.470930027822518,3.46334618539102,-1.56339830417232
0.756100477514419,-5.37920354220329,-0.0581689790760111,3.90550512924791,-1.14981051313439
0.637265689134006,-5.33235653202999,-0.0609780937122804,3.08098576853088,-0.0278169055819933
0.406642786861108,-5.87735555625118,-0.2606825745479,3.53786134429034,-1.09391491147169
0.660907212476034,-5.1948627971852,-0.0252469248998903,3.69606003226038,-1.00665745284668
0.600645166412798,-5.00230405725689,-0.0150238933922483,2.83397975958585,-0.0566890515628025
0.858399726985677,-5.18917950365102,-0.0948205281967447,3.6319635763466,-0.817201389034395
0.833483944246559,-5.32769216545974,-0.0206442096440447,3.93437297209449,-1.07234950832628
