J,b0,bi,k,dlt,p,d,tau
0.412038387863052,5.32316787964244e-06,1.20740995856565e-06,3.0831897613378,0.934609408067254,1909.47657658941,0.436455747024584,22
0.288579416341149,8.00820982614513e-06,1.36755663658553e-06,5.94280116141747,0.81267004647525,1392.34874268069,0.387365012595529,27
0.442083399039664,8.3357915049388e-06,5.64609796579626e-07,1.22616708631176,0.933468537469173,5172.83491817069,0.200116769175803,27
0.441032220584971,8.90554992601051e-06,1.34002865381681e-06,7.122619416755,0.847903763724749,7210.24863727278,0.0404360653941721,28
0.306942817636803,8.11311060759442e-06,1.64442944254841e-06,9.49769167250049,0.161853219013632,524.778603901893,0.0329866764526108,30
0.305693163465503,9.37296979907595e-06,1.3873383263832e-06,13.853957282671,0.913051198559986,1598.65291081624,0.296864524677802,27
0.287025149564569,1.07463486155151e-05,1.0654201580464e-06,16.7255535293486,0.633219371432655,1588.00329857821,0.19217000613938,29
0.228574287086817,6.26555147086069e-06,1.88152530802151e-06,2.64243569368102,0.434311652115813,700.206098860286,0.237740250108732,30
0.336111150837016,6.79793250015615e-06,7.23675464106404e-07,6.93929449024115,0.34656956494327,1233.3921859102,0.101466119697087,27
0.335451861184112,2.39017229686503e-06,5.75675895932571e-07,4.46430059059175,0.125761819398694,1888.35019558096,0.0052067018627856,12
