J,b0,bi,k,dlt,p,d,tau
0.0711676708188709,1.91494090834763e-06,8.62420184349045e-07,6.18625653562519,0.364740085178705,2915.19058521345,0.296703759956213,8
0.0811813015298027,2.83777582015525e-06,9.11121436257464e-07,11.7607414167656,0.28766328619015,1426.25565905329,1.71570668958595,20
0.0590169356272777,1.37130221467446e-06,7.68212850782943e-07,7.28389934533376,0.765838592924625,5055.67022517302,1.50500082063069,6
0.0557887428046401,6.2737430138507e-06,1.1540815993655e-06,14.2297962634627,0.350177045223832,2324.98847734819,0.702186524968714,2
0.0635931332853118,1.99581416710286e-06,9.75040148852422e-07,8.34292475547293,0.538902870533436,3092.62430383092,1.36350015090348,8
0.0628239048383794,2.37456778011024e-06,4.53369708299447e-07,1.70109074233327,0.956273750545991,8682.84941452696,1.18378759951129,1
0.0663734417714348,1.15196539906788e-06,5.88216491030181e-07,14.8562450383334,0.568028633619834,4212.2841423987,0.610983604877817,15
0.0770404714191837,3.03884470004266e-06,1.44993836031622e-06,12.7181730684481,0.446370812576476,1789.44693969315,0.964462810360483,10
0.0758936147774887,3.23292871810824e-06,1.23095565442306e-06,1.04087461474478,0.301411869839912,1281.32527866347,1.52576289451539,25
0.0616925154219995,6.61744018217986e-06,7.00171358971075e-07,10.9160109501635,0.936600388380176,5268.48954828567,1.64286564722519,1
