J,b0,bi,k,dlt,p,d,tau
0.792018393977212,1.41028743659804e-05,1.00174695104844e-05,16.9831849063178,3.96823354734465,9372.61101596979,0.309341754806107,26.8407319695787
0.659395315260421,9.09050248944265e-06,3.58525096278803e-06,29.1071373810042,1.8903896773743,9174.07443063087,0.114418684194509,22.9286292554718
0.541413500976805,1.11265104988527e-05,6.94291251034067e-06,15.4280533271544,2.40446376133082,1570.09039750564,0.600765037264443,17.6101683612047
0.477070572377069,1.07957612656353e-05,7.92445627616231e-06,0.0512059431608491,4.87614728807099,1801.84677349184,1.2597238573546,13.1685921474016
0.539145975924614,1.65340562923726e-05,1.495798602135e-05,29.5938410871073,4.68940643909594,3461.40896006117,0.526114440804088,25.7990438172209
0.70795666154826,3.48501008714692e-06,2.55800739000039e-06,2.01823105376754,2.82616736817785,3334.7854705163,1.91267701409106,11.2032650027294
0.611760479981943,1.18644505692812e-05,1.17129709325174e-05,6.17185098374161,0.860007697835491,836.811260378855,0.534505917832905,0.134746868387491
0.54008753359604,6.89082708495911e-06,2.23261337226994e-06,26.2104644509913,4.54158248181743,9540.9257463149,0.282643689522299,27.2306866705125
0.803289232368923,1.85601191607363e-05,1.00366683691338e-05,13.2955128927257,0.171858852332693,560.719461594731,0.226888869545752,13.0391961142004
0.484777305684893,1.11033884592114e-05,9.97578064680329e-06,27.7078536650837,3.38955942428814,1102.03194472556,1.23341721662724,26.3675935982913
0.63857900076058,1.44963285886679e-05,1.36243274518125e-05,18.5141033060238,4.02425480740089,1252.51822392159,0.560599781166159,2.90990301706535
0.767590051528547,1.34269018671821e-05,4.45496161799135e-06,16.9222199860744,4.4334296031247,4851.26336327351,1.08853712465416,2.20860587921768
0.650177716816213,7.21171808976788e-06,7.10747060285583e-06,10.8079422461516,4.94830546943564,3492.0287275625,1.22122441618686,13.6484136293852
0.581991711579277,4.81493844632879e-06,1.76185028703592e-06,9.93123782334775,0.404747120730089,6029.37935721673,0.0244473824390439,24.9571169917705
0.694742052079983,1.10424178096578e-05,2.26504201253347e-06,5.86595404084765,1.73697196238128,4901.52612167762,0.134382457486231,15.0039722212391
0.474196036279878,5.74798380189338e-06,2.8447260792352e-06,11.6548632349578,1.18338490958681,1195.30289399245,1.30156273544724,17.3898553616367
0.493286781003309,6.02270984406991e-06,4.9909300978349e-06,16.1798297618221,4.87109425399351,3512.95599329229,0.948078015929251,26.4250860557673
