J,b0,bi,k,dlt,p,d,tau
0.326307797616589,2.26711665114233e-06,1.05239526893305e-06,8.16432014584975,1.79084091028769,4360.73658439192,0.277498042185923,28.441676497408
0.363818919014643,3.7133648997207e-06,3.10032282681696e-06,8.22942945561821,4.60093419585948,3782.81825508265,1.4155948546253,27.9716747146364
0.220961272041173,1.17396310313e-05,2.49388603144992e-06,14.5779154593001,0.400302724011612,392.277396531363,1.26943033933462,22.6702482859249
0.329430006553708,3.28626758302841e-06,2.42342722952817e-06,21.1698118512761,3.03966617694136,3144.77212951346,0.767786150509284,28.7257446304645
0.345286467920137,4.84026259847441e-06,1.43197243082725e-06,29.0260037766081,0.697934087813411,1167.25622838983,1.11491826582862,16.7441019217243
0.372223054870788,9.15420324240202e-06,1.29107981957841e-06,4.57955180908064,0.729320361151357,5057.66712268339,0.0509376883662367,28.8884065193563
0.329232480160622,5.70426581252094e-06,3.72955601735171e-06,8.34748588523378,2.07274124272764,1482.32909986855,1.32130078576639,19.82895797282
0.248474290449656,5.14704633887985e-06,4.75231537321243e-06,10.6440196988903,0.121587026977617,768.732563106018,0.0228711553579519,29.4962270939932
0.36696159859265,1.68758657824982e-06,4.9233155337069e-07,19.4021033841259,0.53756570014661,2917.63928129233,0.35933870127808,16.3886271084772
0.326911671861874,6.64466730568764e-06,3.62636952610993e-06,8.50827566918705,3.57330413334709,2377.56985513705,1.72069490561109,26.1025172143053
