J,b0,bi,k,dlt,p,d,tau
2.48638914854276,2.04629332912878e-06,5.44107375297851e-08,2.26419975859754,0.00232541273936203,1347.26716078582,0.993060961780921,23
0.914814756361182,4.59918082672942e-06,1.42472999118837e-06,6.8724970721328,0.728335084595764,4163.29578300984,0.182590089932216,16
0.700347093454981,8.97761556299797e-06,1.7198205068238e-06,13.6728650538187,0.798166134076232,11600.5860124582,0.0251665828052481,15
3.01834312967662,4.97346526074766e-06,9.85646299730214e-07,3.18301342918651,0.531742790176395,5032.71907070345,0.970988305598885,15
2.77097363790583,9.69942704236788e-06,7.99927151606421e-07,17.838656363469,0.727355096594431,10828.3053326004,0.507942900217904,7
1.69616164605215,5.98743177221822e-06,1.39507470764776e-06,17.0251189545724,0.14702913336061,502.261727203838,0.986580465780248,21
2.0539660056337,7.07579654874453e-06,4.96917444988857e-07,3.85468066742578,0.157235782485516,1540.35787167422,0.729999948332795,7
3.92176804941341,6.50119692849362e-06,1.28562237408288e-06,0.124069554053763,0.870396710314395,14374.9751220452,0.846316369856867,26
3.83153658136602,6.23173796873842e-06,1.36668695251683e-06,16.2906044920171,0.787849926622628,14748.1946460311,0.744466647633809,4
0.698078901432559,4.07270401827927e-06,1.87989767751343e-06,6.15344908495499,0.279141921632431,10940.658868296,0.00692404732864982,16
0.89612792730366,7.94349843391384e-06,1.56308034772867e-06,17.6800793851547,0.586416378337803,3880.7231585162,0.0353849756099444,12
2.366407603508,1.6956160596289e-06,1.65770520047825e-06,8.90031028739193,0.843930563580937,14381.6438827281,0.281866459730447,8
2.58545963239154,8.80100024365877e-06,2.99988554084264e-07,0.516680736679513,0.317496624267176,3488.94344496974,0.627722217430317,28
1.22251968624557,1.05993787992452e-05,1.32752023993567e-06,11.6717443985738,0.804830381120355,3572.25133288913,0.509114541055654,10
3.81726130936526,4.4884104025315e-06,3.74357279575175e-07,15.4819402847796,0.187396131602579,10417.8112001446,0.255130724932999,11
2.17352520613194,6.0904745524941e-06,2.71602397177612e-07,6.31371668798469,0.122429237948781,2737.08580827867,0.218316305937881,26
2.9549129325004,5.18138459077962e-06,4.84161604998394e-07,13.3243156835475,0.982214405674943,11910.4094385629,0.831918082269081,18
3.99454691650661,4.19275491403411e-06,4.4269625837682e-07,11.7483885055363,0.0295833935368701,1521.65926217163,0.810223143380141,21
4.38390460621773,4.08197424136819e-06,1.44996456895943e-06,3.550467585152,0.442956082201452,13065.5936106618,0.635140381853731,8
3.59232230257988,3.77326032772683e-06,1.35119344433654e-06,14.1569853902634,0.593597399301168,13429.9639804105,0.51294033170364,19
